id,Biosample.Summary,Biosample,GROUP,SECONDARY,COLOR,category,infoline,age,sex,type,origin,perturb,lifestage,Project2,Mark,Status,Life.Stage,Age,Age.Units,Sex,Treatment,Duration,Duration.Units,Multi.donor.,Donor.IDs,collated.DONORS,Accession,Assay,Target,Project,Lab,Month.Submitted,Replication.Type,Biosample.IDS,Link
BSS01423,peripheral blood mononuclear cell male adult (32 years),peripheral blood mononuclear cell,Blood & T-cell,,#678C69,Immune,MONONUCLEAR CELL,32,male,primary cell,,,adult,Roadmap 2015,H3K36me3,released,adult,32,year,male,,NA,,No,ENCDO688UPE,ENCDO688UPE,ENCSR162MGR,ChIP-seq,H3K36me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS558KIK,/experiments/ENCSR162MGR/
BSS01423,peripheral blood mononuclear cell male adult (32 years),peripheral blood mononuclear cell,Blood & T-cell,,#678C69,Immune,MONONUCLEAR CELL,32,male,primary cell,,,adult,Roadmap 2015,H3K27ac,released,adult,32,year,male,,NA,,No,ENCDO688UPE,ENCDO688UPE,ENCSR615HXA,ChIP-seq,H3K27ac,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS558KIK,/experiments/ENCSR615HXA/
BSS01423,peripheral blood mononuclear cell male adult (32 years),peripheral blood mononuclear cell,Blood & T-cell,,#678C69,Immune,MONONUCLEAR CELL,32,male,primary cell,,,adult,Roadmap 2015,H3K27me3,released,adult,32,year,male,,NA,,No,ENCDO688UPE,ENCDO688UPE,ENCSR866UQO,ChIP-seq,H3K27me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS558KIK,/experiments/ENCSR866UQO/
BSS01423,peripheral blood mononuclear cell male adult (32 years),peripheral blood mononuclear cell,Blood & T-cell,,#678C69,Immune,MONONUCLEAR CELL,32,male,primary cell,,,adult,Roadmap 2015,H3K4me1,released,adult,32,year,male,,NA,,No,ENCDO688UPE,ENCDO688UPE,ENCSR482QXO,ChIP-seq,H3K4me1,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS558KIK,/experiments/ENCSR482QXO/
BSS01423,peripheral blood mononuclear cell male adult (32 years),peripheral blood mononuclear cell,Blood & T-cell,,#678C69,Immune,MONONUCLEAR CELL,32,male,primary cell,,,adult,Roadmap 2015,H3K4me3,released,adult,32,year,male,,NA,,No,ENCDO688UPE,ENCDO688UPE,ENCSR368YPC,ChIP-seq,H3K4me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS558KIK,/experiments/ENCSR368YPC/
BSS01423,peripheral blood mononuclear cell male adult (32 years),peripheral blood mononuclear cell,Blood & T-cell,,#678C69,Immune,MONONUCLEAR CELL,32,male,primary cell,,,adult,Roadmap 2015,H3K9me3,released,adult,32,year,male,,NA,,No,ENCDO688UPE,ENCDO688UPE,ENCSR980XMX,ChIP-seq,H3K9me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS558KIK,/experiments/ENCSR980XMX/
BSS01424,peripheral blood mononuclear cell male adult (39 years),peripheral blood mononuclear cell,Blood & T-cell,,#678C69,Immune,MONONUCLEAR CELL,39,male,primary cell,,,adult,Roadmap (Novel),H3K36me3,released,adult,39,year,male,,NA,,No,ENCDO424KSR,ENCDO424KSR,ENCSR692DOM,ChIP-seq,H3K36me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS770TLM,/experiments/ENCSR692DOM/
BSS01424,peripheral blood mononuclear cell male adult (39 years),peripheral blood mononuclear cell,Blood & T-cell,,#678C69,Immune,MONONUCLEAR CELL,39,male,primary cell,,,adult,Roadmap (Novel),H3K4me3,released,adult,39,year,male,,NA,,No,ENCDO424KSR,ENCDO424KSR,ENCSR275EAG,ChIP-seq,H3K4me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS770TLM,/experiments/ENCSR275EAG/
BSS01424,peripheral blood mononuclear cell male adult (39 years),peripheral blood mononuclear cell,Blood & T-cell,,#678C69,Immune,MONONUCLEAR CELL,39,male,primary cell,,,adult,Roadmap (Novel),H3K4me1,released,adult,39,year,male,,NA,,No,ENCDO424KSR,ENCDO424KSR,ENCSR420EWO,ChIP-seq,H3K4me1,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS770TLM,/experiments/ENCSR420EWO/
BSS01424,peripheral blood mononuclear cell male adult (39 years),peripheral blood mononuclear cell,Blood & T-cell,,#678C69,Immune,MONONUCLEAR CELL,39,male,primary cell,,,adult,Roadmap (Novel),H3K27me3,released,adult,39,year,male,,NA,,No,ENCDO424KSR,ENCDO424KSR,ENCSR553XBX,ChIP-seq,H3K27me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS770TLM,/experiments/ENCSR553XBX/
BSS01424,peripheral blood mononuclear cell male adult (39 years),peripheral blood mononuclear cell,Blood & T-cell,,#678C69,Immune,MONONUCLEAR CELL,39,male,primary cell,,,adult,Roadmap (Novel),H3K27ac,released,adult,39,year,male,,NA,,No,ENCDO424KSR,ENCDO424KSR,ENCSR105EMQ,ChIP-seq,H3K27ac,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS770TLM,/experiments/ENCSR105EMQ/
BSS01424,peripheral blood mononuclear cell male adult (39 years),peripheral blood mononuclear cell,Blood & T-cell,,#678C69,Immune,MONONUCLEAR CELL,39,male,primary cell,,,adult,Roadmap (Novel),H3K9me3,released,adult,39,year,male,,NA,,No,ENCDO424KSR,ENCDO424KSR,ENCSR258ORJ,ChIP-seq,H3K9me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS770TLM,/experiments/ENCSR258ORJ/
BSS01426,Peyer's patch female adult (53 years),Peyer's patch,Digestive,,#C58DAA,Tissue,PEYERS PATCH,53,female,tissue,,,adult,ENCODE,H3K4me3,released,adult,53,year,female,,NA,,No,ENCDO793LXB,ENCDO793LXB,ENCSR878KIY,ChIP-seq,H3K4me3,ENCODE,/labs/bradley-bernstein/,"November, 2016",isogenic,ENCBS766ILR,/experiments/ENCSR878KIY/
BSS01426,Peyer's patch female adult (53 years),Peyer's patch,Digestive,,#C58DAA,Tissue,PEYERS PATCH,53,female,tissue,,,adult,ENCODE,H3K27ac,released,adult,53,year,female,,NA,,No,ENCDO793LXB,ENCDO793LXB,ENCSR837SGJ,ChIP-seq,H3K27ac,ENCODE,/labs/bradley-bernstein/,"November, 2016",unreplicated,ENCBS766ILR,/experiments/ENCSR837SGJ/
BSS01426,Peyer's patch female adult (53 years),Peyer's patch,Digestive,,#C58DAA,Tissue,PEYERS PATCH,53,female,tissue,,,adult,ENCODE,H3K27me3,released,adult,53,year,female,,NA,,No,ENCDO793LXB,ENCDO793LXB,ENCSR982PLJ,ChIP-seq,H3K27me3,ENCODE,/labs/bradley-bernstein/,"November, 2016",unreplicated,ENCBS766ILR,/experiments/ENCSR982PLJ/
BSS01426,Peyer's patch female adult (53 years),Peyer's patch,Digestive,,#C58DAA,Tissue,PEYERS PATCH,53,female,tissue,,,adult,ENCODE,H3K36me3,released,adult,53,year,female,,NA,,No,ENCDO793LXB,ENCDO793LXB,ENCSR363CJF,ChIP-seq,H3K36me3,ENCODE,/labs/bradley-bernstein/,"November, 2016",unreplicated,ENCBS766ILR,/experiments/ENCSR363CJF/
BSS01426,Peyer's patch female adult (53 years),Peyer's patch,Digestive,,#C58DAA,Tissue,PEYERS PATCH,53,female,tissue,,,adult,ENCODE,ATAC-seq,released,adult,53,year,female,,NA,,No,ENCDO793LXB,ENCDO793LXB,ENCSR017RQC,ATAC-seq,,ENCODE,/labs/michael-snyder/,"June, 2017",unreplicated,ENCBS877BPO,/experiments/ENCSR017RQC/
BSS01426,Peyer's patch female adult (53 years),Peyer's patch,Digestive,,#C58DAA,Tissue,PEYERS PATCH,53,female,tissue,,,adult,ENCODE,H3K4me1,released,adult,53,year,female,,NA,,No,ENCDO793LXB,ENCDO793LXB,ENCSR621BZD,ChIP-seq,H3K4me1,ENCODE,/labs/bradley-bernstein/,"November, 2016",unreplicated,ENCBS766ILR,/experiments/ENCSR621BZD/
BSS01426,Peyer's patch female adult (53 years),Peyer's patch,Digestive,,#C58DAA,Tissue,PEYERS PATCH,53,female,tissue,,,adult,ENCODE,H3K9me3,released,adult,53,year,female,,NA,,No,ENCDO793LXB,ENCDO793LXB,ENCSR005UXZ,ChIP-seq,H3K9me3,ENCODE,/labs/bradley-bernstein/,"November, 2016",unreplicated,ENCBS766ILR,/experiments/ENCSR005UXZ/
BSS01426,Peyer's patch female adult (53 years),Peyer's patch,Digestive,,#C58DAA,Tissue,PEYERS PATCH,53,female,tissue,,,adult,ENCODE,DNase-seq,released,adult,53,year,female,,NA,,No,ENCDO793LXB,ENCDO793LXB,ENCSR322UXF,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"October, 2017",unreplicated,ENCBS147ACJ,/experiments/ENCSR322UXF/
BSS01427,Peyer's patch female adult (51 year),Peyer's patch,Digestive,,#C58DAA,Tissue,PEYERS PATCH,"37,51",male,tissue,,,adult,ENCODE,DNase-seq,released,adult,51,year,female,,NA,,Yes - Maybe,ENCDO271OUW,"ENCDO271OUW,ENCDO845WKR",ENCSR452ZMO,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"January, 2018",unreplicated,ENCBS769BZF,/experiments/ENCSR452ZMO/
BSS01427,Peyer's patch male adult (37 years),Peyer's patch,Digestive,,#C58DAA,Tissue,PEYERS PATCH,"37,51",male,tissue,,,adult,ENCODE,DNase-seq,released,adult,37,year,male,,NA,,Yes - Maybe,ENCDO845WKR,"ENCDO271OUW,ENCDO845WKR",ENCSR954AJK,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"October, 2017",unreplicated,ENCBS473KRY,/experiments/ENCSR954AJK/
BSS01428,Peyer's patch male adult (54 years),Peyer's patch,Digestive,,#C58DAA,Tissue,PEYERS PATCH,54,male,tissue,,,adult,ENCODE,DNase-seq,released,adult,54,year,male,,NA,,No,ENCDO451RUA,ENCDO451RUA,ENCSR206FSY,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"January, 2018",unreplicated,ENCBS299GBE,/experiments/ENCSR206FSY/
BSS01430,placenta embryo (102 days),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,102,unknown/mixed,tissue,,,embryonic,ENCODE,DNase-seq,released,embryonic,102,day,unknown,,NA,,No,ENCDO091OEF,ENCDO091OEF,ENCSR552RKI,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"December, 2017",unreplicated,ENCBS565KNL,/experiments/ENCSR552RKI/
BSS01431,placenta embryo (16 weeks),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,16,unknown/mixed,tissue,,,embryonic,Roadmap (Novel),H3K27ac,released,embryonic,16,week,unknown,,NA,,No,ENCDO918HJM,ENCDO918HJM,ENCSR028QEA,ChIP-seq,H3K27ac,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS849DSQ,/experiments/ENCSR028QEA/
BSS01431,placenta embryo (16 weeks),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,16,unknown/mixed,tissue,,,embryonic,Roadmap (Novel),H3K9me3,released,embryonic,16,week,unknown,,NA,,No,ENCDO918HJM,ENCDO918HJM,ENCSR451EKU,ChIP-seq,H3K9me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS849DSQ,/experiments/ENCSR451EKU/
BSS01431,placenta embryo (16 weeks),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,16,unknown/mixed,tissue,,,embryonic,Roadmap (Novel),H3K4me1,released,embryonic,16,week,unknown,,NA,,No,ENCDO918HJM,ENCDO918HJM,ENCSR194ZHE,ChIP-seq,H3K4me1,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS849DSQ,/experiments/ENCSR194ZHE/
BSS01431,placenta embryo (16 weeks),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,16,unknown/mixed,tissue,,,embryonic,Roadmap (Novel),H3K36me3,released,embryonic,16,week,unknown,,NA,,No,ENCDO918HJM,ENCDO918HJM,ENCSR832LMT,ChIP-seq,H3K36me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS849DSQ,/experiments/ENCSR832LMT/
BSS01431,placenta embryo (16 weeks),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,16,unknown/mixed,tissue,,,embryonic,Roadmap (Novel),H3K27me3,released,embryonic,16,week,unknown,,NA,,No,ENCDO918HJM,ENCDO918HJM,ENCSR512GFQ,ChIP-seq,H3K27me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS849DSQ,/experiments/ENCSR512GFQ/
BSS01431,placenta embryo (16 weeks),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,16,unknown/mixed,tissue,,,embryonic,Roadmap (Novel),H3K4me3,released,embryonic,16,week,unknown,,NA,,No,ENCDO918HJM,ENCDO918HJM,ENCSR120ZZJ,ChIP-seq,H3K4me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS849DSQ,/experiments/ENCSR120ZZJ/
BSS01432,placenta embryo (53 days),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,53,unknown/mixed,tissue,,,embryonic,ENCODE,DNase-seq,released,embryonic,53,day,unknown,,NA,,No,"ENCDO870GPO,ENCDO733WDT","ENCDO870GPO,ENCDO733WDT",ENCSR499IFY,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"May, 2016",anisogenic,"ENCBS138QHR,ENCBS428ZCZ",/experiments/ENCSR499IFY/
BSS01433,placenta embryo (56 days) and embryo (59 days),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,"56,59",unknown/mixed,tissue,,,embryonic,ENCODE,DNase-seq,released,embryonic,"56,59",day,unknown,,NA,,No,"ENCDO114CJX,ENCDO041UTR","ENCDO114CJX,ENCDO041UTR",ENCSR552XJI,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"December, 2017",anisogenic,"ENCBS723HLT,ENCBS527IGL",/experiments/ENCSR552XJI/
BSS01435,placenta female embryo (101 day) and male embryo (105 days),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,"101,105",unknown/mixed,tissue,,,embryonic,ENCODE,DNase-seq,released,embryonic,"101,105",day,"female,male",,NA,,No,"ENCDO060OTP,ENCDO005BVN","ENCDO060OTP,ENCDO005BVN",ENCSR575VMI,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"May, 2016",anisogenic,"ENCBS321PDE,ENCBS545ZET",/experiments/ENCSR575VMI/
BSS01436,placenta female embryo (105 days),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,105,female,tissue,,,embryonic,Roadmap (Novel),DNase-seq,released,embryonic,105,day,female,,NA,,No,ENCDO863KZW,ENCDO863KZW,ENCSR545KQR,DNase-seq,,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS171TKY,/experiments/ENCSR545KQR/
BSS01437,placenta female embryo (108 days),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,108,female,tissue,,,embryonic,Roadmap 2015,DNase-seq,released,embryonic,108,day,female,,NA,,No,ENCDO012PVK,ENCDO012PVK,ENCSR129TSG,DNase-seq,,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS688ZPB,/experiments/ENCSR129TSG/
BSS01438,placenta female embryo (113 days),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,113,female,tissue,,,embryonic,Roadmap 2015,H3K27me3,released,embryonic,113,day,female,,NA,,Yes - only DNase?,ENCDO022PVU,"ENCDO676JUB,ENCDO022PVU",ENCSR839ICQ,ChIP-seq,H3K27me3,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS019YGN,/experiments/ENCSR839ICQ/
BSS01438,placenta female embryo (113 days),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,113,female,tissue,,,embryonic,Roadmap 2015,H3K4me1,released,embryonic,113,day,female,,NA,,Yes - only DNase?,ENCDO022PVU,"ENCDO676JUB,ENCDO022PVU",ENCSR977TKR,ChIP-seq,H3K4me1,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS019YGN,/experiments/ENCSR977TKR/
BSS01438,placenta female embryo (113 days),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,113,female,tissue,,,embryonic,Roadmap 2015,H3K27ac,released,embryonic,113,day,female,,NA,,Yes - only DNase?,ENCDO022PVU,"ENCDO676JUB,ENCDO022PVU",ENCSR498ZRC,ChIP-seq,H3K27ac,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS019YGN,/experiments/ENCSR498ZRC/
BSS01438,placenta female embryo (113 days),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,113,female,tissue,,,embryonic,Roadmap 2015,H3K4me3,released,embryonic,113,day,female,,NA,,Yes - only DNase?,ENCDO022PVU,"ENCDO676JUB,ENCDO022PVU",ENCSR419BDT,ChIP-seq,H3K4me3,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS019YGN,/experiments/ENCSR419BDT/
BSS01438,placenta female embryo (113 days),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,113,female,tissue,,,embryonic,Roadmap 2015,H3K36me3,released,embryonic,113,day,female,,NA,,Yes - only DNase?,ENCDO022PVU,"ENCDO676JUB,ENCDO022PVU",ENCSR131EED,ChIP-seq,H3K36me3,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS019YGN,/experiments/ENCSR131EED/
BSS01438,placenta female embryo (113 days),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,113,female,tissue,,,embryonic,Roadmap 2015,H3K9me3,released,embryonic,113,day,female,,NA,,Yes - only DNase?,ENCDO022PVU,"ENCDO676JUB,ENCDO022PVU",ENCSR599EKW,ChIP-seq,H3K9me3,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS019YGN,/experiments/ENCSR599EKW/
BSS01438,placenta female embryo (113 days),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,113,female,tissue,,,embryonic,Roadmap 2015,DNase-seq,released,embryonic,113,day,female,,NA,,Yes - only DNase?,ENCDO676JUB,"ENCDO676JUB,ENCDO022PVU",ENCSR035QHH,DNase-seq,,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS122HFH,/experiments/ENCSR035QHH/
BSS01440,placenta female embryo (85 days),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,85,female,tissue,,,embryonic,Roadmap 2015,DNase-seq,released,embryonic,85,day,female,,NA,,No,ENCDO527XLA,ENCDO527XLA,ENCSR648RAX,DNase-seq,,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS755ISG,/experiments/ENCSR648RAX/
BSS01441,placenta male embryo (16 weeks),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,16,male,tissue,,,embryonic,Roadmap (Novel),H3K27me3,released,embryonic,16,week,male,,NA,,No,ENCDO150YZC,ENCDO150YZC,ENCSR273NXD,ChIP-seq,H3K27me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS188QOV,/experiments/ENCSR273NXD/
BSS01441,placenta male embryo (16 weeks),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,16,male,tissue,,,embryonic,Roadmap (Novel),H3K9me3,released,embryonic,16,week,male,,NA,,No,ENCDO150YZC,ENCDO150YZC,ENCSR478UIR,ChIP-seq,H3K9me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS188QOV,/experiments/ENCSR478UIR/
BSS01441,placenta male embryo (16 weeks),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,16,male,tissue,,,embryonic,Roadmap (Novel),H3K4me3,released,embryonic,16,week,male,,NA,,No,ENCDO150YZC,ENCDO150YZC,ENCSR074FPH,ChIP-seq,H3K4me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS188QOV,/experiments/ENCSR074FPH/
BSS01441,placenta male embryo (16 weeks),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,16,male,tissue,,,embryonic,Roadmap (Novel),H3K27ac,released,embryonic,16,week,male,,NA,,No,ENCDO150YZC,ENCDO150YZC,ENCSR717HIA,ChIP-seq,H3K27ac,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS188QOV,/experiments/ENCSR717HIA/
BSS01441,placenta male embryo (16 weeks),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,16,male,tissue,,,embryonic,Roadmap (Novel),H3K4me1,released,embryonic,16,week,male,,NA,,No,ENCDO150YZC,ENCDO150YZC,ENCSR480WMC,ChIP-seq,H3K4me1,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS188QOV,/experiments/ENCSR480WMC/
BSS01441,placenta male embryo (16 weeks),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,16,male,tissue,,,embryonic,Roadmap (Novel),H3K36me3,released,embryonic,16,week,male,,NA,,No,ENCDO150YZC,ENCDO150YZC,ENCSR574KCT,ChIP-seq,H3K36me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS188QOV,/experiments/ENCSR574KCT/
BSS01443,placenta male embryo (85 days),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,85,male,tissue,,,embryonic,Roadmap (Novel),DNase-seq,released,embryonic,85,day,male,,NA,,No,ENCDO342PFI,ENCDO342PFI,ENCSR802AJE,DNase-seq,,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS454SHH,/experiments/ENCSR802AJE/
BSS01444,placenta male embryo (91 day),placenta,Placenta & EEM,,#E10000,Tissue,PLACENTA,91,male,tissue,,,embryonic,Roadmap 2015,DNase-seq,released,embryonic,91,day,male,,NA,,No,ENCDO375VTO,ENCDO375VTO,ENCSR989YIV,DNase-seq,,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS899TRC,/experiments/ENCSR989YIV/
BSS01446,placental basal plate female embryo (40 weeks),placental basal plate,Placenta & EEM,,#E10000,Tissue,PLACENTA,40,female,tissue,,,embryonic,Roadmap (Novel),H3K4me3,released,embryonic,40,week,female,,NA,,No,ENCDO651ROT,ENCDO651ROT,ENCSR194MJA,ChIP-seq,H3K4me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS001PEH,/experiments/ENCSR194MJA/
BSS01446,placental basal plate female embryo (40 weeks),placental basal plate,Placenta & EEM,,#E10000,Tissue,PLACENTA,40,female,tissue,,,embryonic,Roadmap (Novel),H3K27me3,released,embryonic,40,week,female,,NA,,No,ENCDO651ROT,ENCDO651ROT,ENCSR047AFY,ChIP-seq,H3K27me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS001PEH,/experiments/ENCSR047AFY/
BSS01446,placental basal plate female embryo (40 weeks),placental basal plate,Placenta & EEM,,#E10000,Tissue,PLACENTA,40,female,tissue,,,embryonic,Roadmap (Novel),H3K27ac,released,embryonic,40,week,female,,NA,,No,ENCDO651ROT,ENCDO651ROT,ENCSR526RGE,ChIP-seq,H3K27ac,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS001PEH,/experiments/ENCSR526RGE/
BSS01446,placental basal plate female embryo (40 weeks),placental basal plate,Placenta & EEM,,#E10000,Tissue,PLACENTA,40,female,tissue,,,embryonic,Roadmap (Novel),H3K9me3,released,embryonic,40,week,female,,NA,,No,ENCDO651ROT,ENCDO651ROT,ENCSR566ZFQ,ChIP-seq,H3K9me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS001PEH,/experiments/ENCSR566ZFQ/
BSS01446,placental basal plate female embryo (40 weeks),placental basal plate,Placenta & EEM,,#E10000,Tissue,PLACENTA,40,female,tissue,,,embryonic,Roadmap (Novel),H3K36me3,released,embryonic,40,week,female,,NA,,No,ENCDO651ROT,ENCDO651ROT,ENCSR312NYS,ChIP-seq,H3K36me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS001PEH,/experiments/ENCSR312NYS/
BSS01446,placental basal plate female embryo (40 weeks),placental basal plate,Placenta & EEM,,#E10000,Tissue,PLACENTA,40,female,tissue,,,embryonic,Roadmap (Novel),H3K4me1,released,embryonic,40,week,female,,NA,,No,ENCDO651ROT,ENCDO651ROT,ENCSR481QER,ChIP-seq,H3K4me1,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS001PEH,/experiments/ENCSR481QER/
BSS01448,placental basal plate male embryo (38 weeks),placental basal plate,Placenta & EEM,,#E10000,Tissue,PLACENTA,38,male,tissue,,,embryonic,Roadmap (Novel),H3K27ac,released,embryonic,38,week,male,,NA,,No,ENCDO974LFM,ENCDO974LFM,ENCSR066GUY,ChIP-seq,H3K27ac,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS214OGS,/experiments/ENCSR066GUY/
BSS01448,placental basal plate male embryo (38 weeks),placental basal plate,Placenta & EEM,,#E10000,Tissue,PLACENTA,38,male,tissue,,,embryonic,Roadmap (Novel),H3K36me3,released,embryonic,38,week,male,,NA,,No,ENCDO974LFM,ENCDO974LFM,ENCSR629RBC,ChIP-seq,H3K36me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS214OGS,/experiments/ENCSR629RBC/
BSS01448,placental basal plate male embryo (38 weeks),placental basal plate,Placenta & EEM,,#E10000,Tissue,PLACENTA,38,male,tissue,,,embryonic,Roadmap (Novel),H3K4me3,released,embryonic,38,week,male,,NA,,No,ENCDO974LFM,ENCDO974LFM,ENCSR345QKG,ChIP-seq,H3K4me3,Roadmap,/labs/joseph-costello/,"July, 2013",unreplicated,ENCBS214OGS,/experiments/ENCSR345QKG/
BSS01451,pons male adult (78 years),pons,Brain,,#C5912B,Neural,PONS,78,male,tissue,,,adult,ENCODE,DNase-seq,released,adult,78,year,male,,NA,,No,ENCDO317XRR,ENCDO317XRR,ENCSR829MXU,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"May, 2016",unreplicated,ENCBS465GRS,/experiments/ENCSR829MXU/
BSS01452,posterior cingulate cortex male adult (20 years),posterior cingulate cortex,Brain,,#C5912B,Neural,POSTERIOR CINGULATE CORTEX,20,male,tissue,,,adult,ENCODE,ATAC-seq,released,adult,20,year,male,,NA,,No,ENCDO377OGA,ENCDO377OGA,ENCSR729FNL,ATAC-seq,,ENCODE,/labs/barbara-wold/,"October, 2017",unreplicated,ENCBS502CUQ,/experiments/ENCSR729FNL/
BSS01456,prostate gland male adult (37 years),prostate gland,Reproductive,,#3383FF,Tissue,PROSTATE GLAND,37,male,tissue,,,adult,ENCODE,DNase-seq,released,adult,37,year,male,,NA,,No,ENCDO845WKR,ENCDO845WKR,ENCSR958QXU,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"October, 2017",unreplicated,ENCBS195BWE,/experiments/ENCSR958QXU/
BSS01457,prostate gland male adult (54 years),prostate gland,Reproductive,,#3383FF,Tissue,PROSTATE GLAND,54,male,tissue,,,adult,ENCODE,ATAC-seq,released,adult,54,year,male,,NA,,No,ENCDO451RUA,ENCDO451RUA,ENCSR999NKW,ATAC-seq,,ENCODE,/labs/michael-snyder/,"June, 2017",unreplicated,ENCBS282GPE,/experiments/ENCSR999NKW/
